Feature	VariableImportance
TFAP2C.var.2._MA0814.1	0.000205061749471396
FOXO3_MA0157.1	0.000199335046781944
MEIS2_MA0774.1	0.000198112794281015
BHLHE40_MA0464.2	0.000191605023573236
SP8_MA0747.1	0.000187672890756752
PAX4_MA0068.2	0.000186302748662013
TFEC_MA0871.1	0.000182770576549223
ETV6_MA0645.1	0.000178223279571675
TEAD1_MA0090.1	0.000177974664444212
TFEB_MA0692.1	0.00017601772194234
REL_MA0101.1	0.000175605939217661
E2F1_MA0024.1	0.000175279928116465
NFKB1_MA0105.1	0.000171344627602379
TFE3_MA0831.1	0.000169213943593747
NFATC3_MA0625.1	0.00016583925629799
SREBF2_MA0596.1	0.00016385840611768
CEBPA_MA0102.3	0.000161909038579336
VSX2_MA0726.1	0.000157366236688443
CREB1_MA0018.1	0.000154395531833314
TFAP2C_MA0524.2	0.000154171697282033
GABPA_MA0062.1	0.000152678775274905
FLI1_MA0475.1	0.000146054180007071
HOXD13_MA0909.1	0.000142749312977957
EN2_MA0642.1	0.000135435768134626
MAX_MA0058.1	0.000130722291651063
NKX3.2_MA0122.2	0.000128991901739307
TFAP2B.var.2._MA0812.1	0.000128031865078372
POU6F1_MA0628.1	0.000125674997456127
EGR1_MA0162.2	0.00012493903408442
SOX9_MA0077.1	0.000122883818224126
EBF1_MA0154.2	0.000121532910199633
USF2_MA0526.1	0.000120657853798301
HOXA13_MA0650.1	0.000120299268144379
SREBF1_MA0595.1	0.00011987382985685
TFAP2C_MA0524.1	0.000119231993887869
NFKB1_MA0105.3	0.000117062365781216
ELF5_MA0136.2	0.000114522950435394
STAT3_MA0144.2	0.000114133056453796
HOXA10_MA0899.1	0.000108746017123291
EMX2_MA0886.1	0.000103815529027383
ETS1_MA0098.3	0.000100233616521055
BARHL2_MA0635.1	9.50353826999715e-05
FOXC2_MA0846.1	9.46905327418364e-05
MEOX1_MA0661.1	9.46210818774111e-05
TFCP2_MA0145.3	9.19866728185001e-05
FOXC1_MA0032.2	9.1795509621345e-05
POU5F1B_MA0792.1	9.11099205927199e-05
TFAP2C.var.3._MA0815.1	8.65426204732354e-05
CEBPB_MA0466.1	8.63766349311643e-05
FOXI1_MA0042.2	8.51693105573121e-05
ERG_MA0474.2	8.2278445322201e-05
DUX4_MA0468.1	8.00603234895323e-05
TFAP4_MA0691.1	7.96162783907568e-05
TP63_MA0525.1	7.85905704131826e-05
HMBOX1_MA0895.1	7.45352802594374e-05
FOXD1_MA0031.1	7.35285484065591e-05
GMEB2_MA0862.1	7.30564179518343e-05
RUNX3_MA0684.1	7.18773106399997e-05
RELA_MA0107.1	7.03468387411739e-05
LHX6_MA0658.1	6.70842653620625e-05
CDX2_MA0465.1	6.42686794538665e-05
VENTX_MA0724.1	6.25017122052258e-05
FOXP2_MA0593.1	6.16973665296923e-05
GSC_MA0648.1	6.02200646270035e-05
LHX2_MA0700.1	6.01074155261172e-05
RUNX2_MA0511.2	5.93564484038562e-05
GATA3_MA0037.2	5.86699292305986e-05
YY2_MA0748.1	5.74378307267476e-05
HOXB13_MA0901.1	5.65582343086519e-05
GBX1_MA0889.1	5.64710146128002e-05
HOXC10_MA0905.1	5.5948954535183e-05
MLXIPL_MA0664.1	5.53758798177542e-05
ELK3_MA0759.1	5.19374447568077e-05
FEV_MA0156.2	4.99694881336104e-05
ETV4_MA0764.1	4.89961198276003e-05
NRL_MA0842.1	4.88836366159495e-05
MAX_MA0058.2	4.86767189207158e-05
NFYA_MA0060.1	4.83400441897623e-05
STAT1_MA0137.3	4.7713837479513e-05
NKX3.1_MA0124.1	4.73447839754801e-05
FOXA1_MA0148.1	4.67588527961247e-05
NEUROD2_MA0668.1	4.49457293278219e-05
ETV1_MA0761.1	4.36038412559161e-05
FOXA1_MA0148.2	3.97595717948289e-05
POU3F4_MA0789.1	3.87662034711418e-05
FOXO3_MA0157.2	3.63771676164735e-05
TFAP2A.var.3._MA0872.1	3.63402663866381e-05
TP53_MA0106.2	3.60571473718887e-05
POU6F2_MA0793.1	3.52849678314604e-05
RUNX1_MA0002.1	3.42946988336017e-05
USF1_MA0093.2	3.41318224507887e-05
HEY1_MA0823.1	3.3649091508392e-05
TFAP2B.var.3._MA0813.1	3.33364017579838e-05
NHLH1_MA0048.2	3.32657172616599e-05
GSC2_MA0891.1	2.96639564787726e-05
POU2F2_MA0507.1	2.94391233523448e-05
HEY2_MA0649.1	2.9205362410851e-05
MLX_MA0663.1	2.88311867593831e-05
CEBPE_MA0837.1	2.76811909447723e-05
RORA_MA0071.1	2.70875628877145e-05
ELF1_MA0473.1	2.70469681511338e-05
BHLHE22_MA0818.1	2.55276709058245e-05
NFIL3_MA0025.1	2.51659594946132e-05
BHLHE41_MA0636.1	2.31280026825444e-05
ZBTB18_MA0698.1	2.27588502279414e-05
TBR1_MA0802.1	2.24503203727373e-05
HLF_MA0043.2	2.20912690201647e-05
ERF_MA0760.1	2.19991510112074e-05
GCM2_MA0767.1	2.13706492475048e-05
PHOX2A_MA0713.1	2.10813012152677e-05
ELK4_MA0076.1	1.84113823718417e-05
ETV3_MA0763.1	1.79607368955272e-05
DMRT3_MA0610.1	1.7916867397332e-05
JUND.var.2._MA0492.1	1.73236563204395e-05
TBX21_MA0690.1	1.72148140686816e-05
ELK1_MA0028.2	1.68348407290189e-05
FLI1_MA0475.2	1.46362486780456e-05
CEBPB_MA0466.2	1.41065010675461e-05
ATF7_MA0834.1	1.39274619978909e-05
OLIG1_MA0826.1	1.39105182960479e-05
FOXB1_MA0845.1	1.38755613968888e-05
REST_MA0138.2	1.3843910889531e-05
RUNX2_MA0511.1	1.35658773375606e-05
MYF6_MA0667.1	1.26814166999543e-05
MSC_MA0665.1	1.25102525012726e-05
REST_MA0138.1	1.24999619540467e-05
JDP2.var.2._MA0656.1	1.24811848754331e-05
NFKB1_MA0105.2	1.23704367339652e-05
HES7_MA0822.1	1.23147196703517e-05
CUX1_MA0754.1	1.17592949493113e-05
HOXD11_MA0908.1	1.12765890527224e-05
HSF4_MA0771.1	1.10615392220847e-05
TBX2_MA0688.1	1.08390898422337e-05
HNF4G_MA0484.1	1.01208043375318e-05
YY1_MA0095.2	9.86592660052477e-06
HES5_MA0821.1	9.75292694338248e-06
HNF1B_MA0153.1	9.41472546132016e-06
BHLHE23_MA0817.1	9.39420500811261e-06
NFYA_MA0060.2	9.27219820602576e-06
FOXA1_MA0148.3	8.69862515095421e-06
MAF..NFE2_MA0501.1	8.39936150705389e-06
FOXP1_MA0481.1	8.3165691422189e-06
HSF1_MA0486.1	8.04834532310061e-06
GRHL1_MA0647.1	7.81264051756025e-06
MAX..MYC_MA0059.1	7.36530580931438e-06
SMAD2..SMAD3..SMAD4_MA0513.1	7.28806185643793e-06
HINFP_MA0131.2	6.85585942703049e-06
ATF4_MA0833.1	6.48597497617454e-06
OLIG3_MA0827.1	6.38716503659964e-06
POU3F1_MA0786.1	6.24126996618446e-06
JUN_MA0488.1	6.10690176227124e-06
HSF1_MA0486.2	6.0085892578503e-06
TAL1..TCF3_MA0091.1	5.91062563541778e-06
TP73_MA0861.1	5.86507934069669e-06
HSF2_MA0770.1	5.84814756237861e-06
CUX2_MA0755.1	5.55639199157487e-06
STAT1_MA0137.2	4.96829607135996e-06
ZNF740_MA0753.1	4.67082224181126e-06
INSM1_MA0155.1	4.43927875868333e-06
SMAD3_MA0795.1	4.31613118726037e-06
PAX3_MA0780.1	4.29037398952237e-06
FOXH1_MA0479.1	4.12635927816884e-06
KLF14_MA0740.1	4.12170320801408e-06
NFIC..TLX1_MA0119.1	3.92180613713555e-06
PAX7_MA0680.1	3.87148506177204e-06
TCF7L2_MA0523.1	3.82582720378744e-06
HOXC13_MA0907.1	3.18517925400452e-06
NEUROG2_MA0669.1	2.98566652806098e-06
DBP_MA0639.1	2.96467647800069e-06
HOXC11_MA0651.1	2.87346289228574e-06
CEBPD_MA0836.1	2.7991071915312e-06
IRF1_MA0050.1	2.65608275359952e-06
CREB3_MA0638.1	2.51814499013814e-06
STAT1_MA0137.1	2.41027851438913e-06
GCM1_MA0646.1	2.2582559698614e-06
SREBF2.var.2._MA0828.1	2.24521495921826e-06
DUXA_MA0884.1	2.21694097125669e-06
TBX20_MA0689.1	2.17873711569738e-06
HLF_MA0043.1	2.0761774555389e-06
ZBTB33_MA0527.1	1.91683435405365e-06
MAFK_MA0496.1	1.66496014581785e-06
HINFP_MA0131.1	1.62567998160457e-06
SRF_MA0083.1	1.48640714664272e-06
PROP1_MA0715.1	1.35487947205526e-06
PRDM1_MA0508.1	1.34017644962037e-06
EHF_MA0598.2	1.19101796785648e-06
CLOCK_MA0819.1	1.08984396125367e-06
ZBTB7C_MA0695.1	1.04249142723134e-06
SP4_MA0685.1	1.01638189214492e-06
XBP1_MA0844.1	9.31746353302287e-07
RFX5_MA0510.1	9.23824389046368e-07
OLIG2_MA0678.1	8.53444754216781e-07
MEF2C_MA0497.1	8.21284351504747e-07
ELF1_MA0473.2	7.85005379405623e-07
RORA.var.2._MA0072.1	7.63985775274367e-07
CEBPG_MA0838.1	6.68770432422416e-07
ZBTB7A_MA0750.1	6.34933538765869e-07
PROX1_MA0794.1	4.75345951249651e-07
ONECUT2_MA0756.1	4.18277576993642e-07
TGIF2_MA0797.1	4.02322463400884e-07
ZBTB7B_MA0694.1	3.09703530222638e-07
HOXD12_MA0873.1	2.93015937415708e-07
TGIF1_MA0796.1	2.67090825235794e-07
ONECUT1_MA0679.1	2.42787376728115e-07
EGR4_MA0733.1	2.2769146263113e-07
ONECUT3_MA0757.1	2.16113568190623e-07
HNF4A_MA0114.2	2.06077118577674e-07
ELF4_MA0641.1	1.89380306575782e-07
MYBL1_MA0776.1	1.82348650620057e-07
POU4F2_MA0683.1	1.81504673745447e-07
PKNOX1_MA0782.1	1.81093806591814e-07
E2F8_MA0865.1	1.80163949193846e-07
PKNOX2_MA0783.1	9.60369138252037e-08
T_MA0009.2	5.42254919562168e-08
NHLH1_MA0048.1	4.79839581049024e-08
RFX3_MA0798.1	4.68853680597459e-08
ZIC3_MA0697.1	4.42176089492374e-08
TP53_MA0106.3	1.12541640409081e-08
IRF2_MA0051.1	0
PPARG..RXRA_MA0065.1	0
PPARG_MA0066.1	0
RXRA..VDR_MA0074.1	0
TP53_MA0106.1	0
ESR1_MA0112.1	0
NR1H2..RXRA_MA0115.1	0
ESR1_MA0112.2	0
RARA..RXRA_MA0159.1	0
ESR2_MA0258.1	0
PAX5_MA0014.2	0
CENPB_MA0637.1	0
ELF3_MA0640.1	0
IRF8_MA0652.1	0
IRF9_MA0653.1	0
KLF13_MA0657.1	0
MAFG_MA0659.1	0
SRF_MA0083.3	0
ESR1_MA0112.3	0
RARA_MA0729.1	0
RARA.var.2._MA0730.1	0
BCL6B_MA0731.1	0
GLIS1_MA0735.1	0
GLIS3_MA0737.1	0
ZBED1_MA0749.1	0
ZNF143_MA0088.2	0
ZNF410_MA0752.1	0
E2F3_MA0469.2	0
E2F7_MA0758.1	0
MYBL2_MA0777.1	0
PAX1_MA0779.1	0
PAX9_MA0781.1	0
RFX2_MA0600.2	0
TBX19_MA0804.1	0
BATF3_MA0835.1	0
CREB3L1_MA0839.1	0
RXRB_MA0855.1	0
RXRG_MA0856.1	0
TP63_MA0525.2	0
MTF1_MA0863.1	0
E2F2_MA0864.1	0
SOX21_MA0866.1	0
SOX4_MA0867.1	0
SOX8_MA0868.1	0
NFKB1_MA0105.4	-9.4683701763465e-09
GLIS2_MA0736.1	-1.60765611605385e-08
SPDEF_MA0686.1	-2.03394794799916e-08
Pax6_MA0069.1	-2.04571191697589e-08
MAFF_MA0495.1	-3.61486286526436e-08
RFX5_MA0510.2	-4.32382189239355e-08
EGR2_MA0472.2	-4.40093100604333e-08
IRF7_MA0772.1	-4.60158793931242e-08
SCRT1_MA0743.1	-7.83051886381614e-08
HNF1A_MA0046.2	-1.07064953934755e-07
PLAG1_MA0163.1	-1.41609704188639e-07
HOXC12_MA0906.1	-1.47156121716785e-07
SRF_MA0083.2	-1.56973108279779e-07
RREB1_MA0073.1	-1.71276953181199e-07
SPI1_MA0080.4	-1.77267248103519e-07
E2F1_MA0024.3	-1.81438809761403e-07
ZIC4_MA0751.1	-1.82465103548912e-07
RFX4_MA0799.1	-2.23006507809043e-07
LEF1_MA0768.1	-2.39378886409458e-07
SPIC_MA0687.1	-2.65442619497236e-07
ZIC1_MA0696.1	-2.82831025432362e-07
NR3C1_MA0113.1	-3.16427365558702e-07
EBF1_MA0154.3	-3.33545151683934e-07
HNF1B_MA0153.2	-3.62196854067687e-07
IRF1_MA0050.2	-3.79504058907409e-07
NR3C2_MA0727.1	-4.20342662929007e-07
GLI2_MA0734.1	-4.69489706224957e-07
EWSR1.FLI1_MA0149.1	-4.93182484918364e-07
SCRT2_MA0744.1	-5.51567223909588e-07
ESR2_MA0258.2	-6.0855986706998e-07
ETV2_MA0762.1	-8.13182093779341e-07
NR3C1_MA0113.3	-8.23840735577397e-07
FOXF2_MA0030.1	-8.580041780204e-07
POU4F1_MA0790.1	-8.95405344460531e-07
POU3F3_MA0788.1	-8.9959644316373e-07
POU1F1_MA0784.1	-9.78377625892035e-07
POU4F3_MA0791.1	-1.08204849048699e-06
GATA1..TAL1_MA0140.2	-1.1886104431722e-06
MEF2A_MA0052.1	-1.22508773834307e-06
RFX2_MA0600.1	-1.55145383251498e-06
STAT1..STAT2_MA0517.1	-1.63367101707146e-06
EOMES_MA0800.1	-1.64768379635305e-06
EGR3_MA0732.1	-1.81137498979855e-06
NR2F1_MA0017.1	-1.84957073979275e-06
NR2C2_MA0504.1	-1.99493971514197e-06
MEF2A_MA0052.3	-2.37271386489191e-06
NFKB2_MA0778.1	-2.37678793724205e-06
MEF2A_MA0052.2	-2.46243729958229e-06
AR_MA0007.2	-2.74026027557372e-06
NFYB_MA0502.1	-2.82137748767264e-06
NR2F1_MA0017.2	-2.83381652282877e-06
POU3F2_MA0787.1	-2.93694588609616e-06
PBX1_MA0070.1	-3.09719509462747e-06
TEF_MA0843.1	-3.11693576582406e-06
ZNF263_MA0528.1	-3.27099400483633e-06
TFAP2A_MA0003.2	-3.27288896556044e-06
POU2F1_MA0785.1	-3.38438046294565e-06
MEF2D_MA0773.1	-5.82647452431484e-06
ESRRB_MA0141.3	-7.47083677720628e-06
MEF2B_MA0660.1	-7.74905420170891e-06
ESRRA_MA0592.1	-8.58844756419996e-06
GATA2_MA0036.2	-1.21577981660417e-05
